s,p,new_label
http://hl7.org/fhir/StructureMap.group.rule.rule.source.logMessage,http://www.w3.org/2000/01/rdf-schema#label,0.5509738823137792
http://hl7.org/fhir/StructureMapGroupComponent.StructureMapGroupRuleComponentRule.StructureMapGroupRuleSourceComponent,http://www.w3.org/2000/01/rdf-schema#label,0.5139411171078964
http://hl7.org/fhir/string,http://www.w3.org/2000/01/rdf-schema#label,0.3736075486744874
http://hl7.org/fhir/CatalogEntry.additionalIdentifier,http://www.w3.org/2000/01/rdf-schema#label,0.742826182039273
http://hl7.org/fhir/CatalogEntry,http://www.w3.org/2000/01/rdf-schema#label,0.7459424007348914
http://hl7.org/fhir/Identifier,http://www.w3.org/2000/01/rdf-schema#label,0.6660917274682311
http://hl7.org/fhir/ClinicalImpression.date,http://www.w3.org/2000/01/rdf-schema#label,0.4103738851177209
http://hl7.org/fhir/ClinicalImpression,http://www.w3.org/2000/01/rdf-schema#label,0.602604539531008
http://hl7.org/fhir/dateTime,http://www.w3.org/2000/01/rdf-schema#label,0.20897125675040829
http://hl7.org/fhir/w5#when.recorded,http://www.w3.org/2000/01/rdf-schema#label,0.40560827224443685
http://hl7.org/fhir/ImmunizationRecommendation.recommendation.doseNumberPositiveInt,http://www.w3.org/2000/01/rdf-schema#label,0.468227413336461
http://hl7.org/fhir/ImmunizationRecommendationRecommendationComponent,http://www.w3.org/2000/01/rdf-schema#label,0.5621881380889104
http://hl7.org/fhir/positiveInt,http://www.w3.org/2000/01/rdf-schema#label,0.7081930806464081
http://hl7.org/fhir/ImmunizationRecommendation.recommendation.doseNumber,http://www.w3.org/2000/01/rdf-schema#label,0.11295875367658281
http://hl7.org/fhir/List.subject,http://www.w3.org/2000/01/rdf-schema#label,0.2717605729643574
http://hl7.org/fhir/List,http://www.w3.org/2000/01/rdf-schema#label,0.2775748615986433
http://hl7.org/fhir/Reference,http://www.w3.org/2000/01/rdf-schema#label,0.06250916307627963
http://hl7.org/fhir/w5#who.focus,http://www.w3.org/2000/01/rdf-schema#label,0.030598363473118284
http://hl7.org/fhir/VisionPrescriptionLensSpecificationComponent,http://www.w3.org/2000/01/rdf-schema#label,0.680648599870456
http://hl7.org/fhir/BackboneElement,http://www.w3.org/2000/01/rdf-schema#label,0.09316201175007799
http://hl7.org/fhir/decimal,http://www.w3.org/2000/01/rdf-schema#label,0.059006500014316954
http://hl7.org/fhir/VisionPrescription.lensSpecification.power,http://www.w3.org/2000/01/rdf-schema#label,0.8027786648725835
http://hl7.org/fhir/VisionPrescription.lensSpecification.product,http://www.w3.org/2000/01/rdf-schema#label,0.054832534918224485
http://hl7.org/fhir/CodeableConcept,http://www.w3.org/2000/01/rdf-schema#label,0.30027471710808606
http://hl7.org/fhir/VisionPrescription.lensSpecification.brand,http://www.w3.org/2000/01/rdf-schema#label,0.7041553381777867
http://hl7.org/fhir/SimpleQuantity,http://www.w3.org/2000/01/rdf-schema#label,0.6960752153671208
http://hl7.org/fhir/VisionPrescription.lensSpecification.duration,http://www.w3.org/2000/01/rdf-schema#label,0.4346774849138496
http://hl7.org/fhir/VisionPrescription.lensSpecification.backCurve,http://www.w3.org/2000/01/rdf-schema#label,0.5417472328677692
http://hl7.org/fhir/VisionPrescriptionLensSpecificationComponent.PrismComponent,http://www.w3.org/2000/01/rdf-schema#label,0.8496642495050722
http://hl7.org/fhir/VisionPrescription.lensSpecification.prism,http://www.w3.org/2000/01/rdf-schema#label,0.5626576741639027
http://hl7.org/fhir/VisionPrescription.lensSpecification.cylinder,http://www.w3.org/2000/01/rdf-schema#label,0.9939723631165216
http://hl7.org/fhir/VisionPrescription.lensSpecification.add,http://www.w3.org/2000/01/rdf-schema#label,0.18832383103769124
http://hl7.org/fhir/VisionPrescription.lensSpecification.eye,http://www.w3.org/2000/01/rdf-schema#label,0.18723576629095973
http://hl7.org/fhir/code,http://www.w3.org/2000/01/rdf-schema#label,0.26159292588375904
http://hl7.org/fhir/VisionPrescription.lensSpecification.diameter,http://www.w3.org/2000/01/rdf-schema#label,0.7166274518448973
http://hl7.org/fhir/VisionPrescription.lensSpecification.color,http://www.w3.org/2000/01/rdf-schema#label,0.5292263567729131
http://hl7.org/fhir/integer,http://www.w3.org/2000/01/rdf-schema#label,0.7866402347203691
http://hl7.org/fhir/VisionPrescription.lensSpecification.axis,http://www.w3.org/2000/01/rdf-schema#label,0.4600603715293953
http://hl7.org/fhir/VisionPrescription.lensSpecification.sphere,http://www.w3.org/2000/01/rdf-schema#label,0.5959639690924503
http://hl7.org/fhir/Annotation,http://www.w3.org/2000/01/rdf-schema#label,0.08138754973896967
http://hl7.org/fhir/VisionPrescription.lensSpecification.note,http://www.w3.org/2000/01/rdf-schema#label,0.06931594694387366
http://hl7.org/fhir/Primitive,http://www.w3.org/2000/01/rdf-schema#label,0.8334886372044887
http://hl7.org/fhir/value,http://www.w3.org/2000/01/rdf-schema#label,0.5978487684237548
http://hl7.org/fhir/Observation.valueSampledData,http://www.w3.org/2000/01/rdf-schema#label,0.3471077181905512
http://hl7.org/fhir/Observation,http://www.w3.org/2000/01/rdf-schema#label,0.009841496148391471
http://hl7.org/fhir/SampledData,http://www.w3.org/2000/01/rdf-schema#label,0.4948533512505381
http://hl7.org/fhir/Observation.value,http://www.w3.org/2000/01/rdf-schema#label,0.19865503029107845
http://hl7.org/fhir/DataRequirement.dateFilter.value,http://www.w3.org/2000/01/rdf-schema#label,0.5988115663271809
http://hl7.org/fhir/MessageDefinition.date,http://www.w3.org/2000/01/rdf-schema#label,0.4902037745127529
http://hl7.org/fhir/MessageDefinition,http://www.w3.org/2000/01/rdf-schema#label,0.5869742003995301
http://hl7.org/fhir/MedicinalProductPharmaceutical.routeOfAdministration.targetSpecies.withdrawalPeriod,http://www.w3.org/2000/01/rdf-schema#label,0.26050297996910643
http://hl7.org/fhir/MedicinalProductPharmaceuticalRouteOfAdministrationComponent.MedicinalProductPharmaceuticalRouteOfAdministrationTargetSpeciesComponent,http://www.w3.org/2000/01/rdf-schema#label,0.6364385517720027
http://hl7.org/fhir/MedicinalProductPharmaceuticalRouteOfAdministrationComponent.MedicinalProductPharmaceuticalRouteOfAdministrationTargetSpeciesComponent.MedicinalProductPharmaceuticalRouteOfAdministrationTargetSpeciesWithdrawalPeriodComponent,http://www.w3.org/2000/01/rdf-schema#label,0.8396804753881713
http://hl7.org/fhir/ContactPoint.value,http://www.w3.org/2000/01/rdf-schema#label,0.11134454510588065
http://hl7.org/fhir/ContactPoint,http://www.w3.org/2000/01/rdf-schema#label,0.7021473443114769
