s,p,new_label
http://hl7.org/fhir/StructureMap.group.rule.rule.source.logMessage,http://www.w3.org/2000/01/rdf-schema#label,0.6305625070959602
http://hl7.org/fhir/StructureMapGroupComponent.StructureMapGroupRuleComponentRule.StructureMapGroupRuleSourceComponent,http://www.w3.org/2000/01/rdf-schema#label,0.9282656071994254
http://hl7.org/fhir/string,http://www.w3.org/2000/01/rdf-schema#label,0.3391027677348828
http://hl7.org/fhir/CatalogEntry.additionalIdentifier,http://www.w3.org/2000/01/rdf-schema#label,0.6393204022201666
http://hl7.org/fhir/CatalogEntry,http://www.w3.org/2000/01/rdf-schema#label,0.8645278046472519
http://hl7.org/fhir/Identifier,http://www.w3.org/2000/01/rdf-schema#label,0.5271327041173658
http://hl7.org/fhir/ClinicalImpression.date,http://www.w3.org/2000/01/rdf-schema#label,0.3735893836205766
http://hl7.org/fhir/ClinicalImpression,http://www.w3.org/2000/01/rdf-schema#label,0.6588708321104527
http://hl7.org/fhir/dateTime,http://www.w3.org/2000/01/rdf-schema#label,0.3509085377014107
http://hl7.org/fhir/w5#when.recorded,http://www.w3.org/2000/01/rdf-schema#label,0.6180275139324278
http://hl7.org/fhir/ImmunizationRecommendation.recommendation.doseNumberPositiveInt,http://www.w3.org/2000/01/rdf-schema#label,0.8869715045991327
http://hl7.org/fhir/ImmunizationRecommendationRecommendationComponent,http://www.w3.org/2000/01/rdf-schema#label,0.9774647783894593
http://hl7.org/fhir/positiveInt,http://www.w3.org/2000/01/rdf-schema#label,0.9723984143830786
http://hl7.org/fhir/ImmunizationRecommendation.recommendation.doseNumber,http://www.w3.org/2000/01/rdf-schema#label,0.8926961539032631
http://hl7.org/fhir/List.subject,http://www.w3.org/2000/01/rdf-schema#label,0.7227831306757725
http://hl7.org/fhir/List,http://www.w3.org/2000/01/rdf-schema#label,0.9128519850984137
http://hl7.org/fhir/Reference,http://www.w3.org/2000/01/rdf-schema#label,0.4610254824096902
http://hl7.org/fhir/w5#who.focus,http://www.w3.org/2000/01/rdf-schema#label,0.8198536911554793
http://hl7.org/fhir/VisionPrescriptionLensSpecificationComponent,http://www.w3.org/2000/01/rdf-schema#label,0.762740272892527
http://hl7.org/fhir/BackboneElement,http://www.w3.org/2000/01/rdf-schema#label,0.40167876763756705
http://hl7.org/fhir/decimal,http://www.w3.org/2000/01/rdf-schema#label,0.10977276238580025
http://hl7.org/fhir/VisionPrescription.lensSpecification.power,http://www.w3.org/2000/01/rdf-schema#label,0.276433583671969
http://hl7.org/fhir/VisionPrescription.lensSpecification.product,http://www.w3.org/2000/01/rdf-schema#label,0.3122018339804622
http://hl7.org/fhir/CodeableConcept,http://www.w3.org/2000/01/rdf-schema#label,0.39462150336942703
http://hl7.org/fhir/VisionPrescription.lensSpecification.brand,http://www.w3.org/2000/01/rdf-schema#label,0.6972608434986777
http://hl7.org/fhir/SimpleQuantity,http://www.w3.org/2000/01/rdf-schema#label,0.9822834252622298
http://hl7.org/fhir/VisionPrescription.lensSpecification.duration,http://www.w3.org/2000/01/rdf-schema#label,0.523225938034342
http://hl7.org/fhir/VisionPrescription.lensSpecification.backCurve,http://www.w3.org/2000/01/rdf-schema#label,0.3764073669099509
http://hl7.org/fhir/VisionPrescriptionLensSpecificationComponent.PrismComponent,http://www.w3.org/2000/01/rdf-schema#label,0.7789911399915437
http://hl7.org/fhir/VisionPrescription.lensSpecification.prism,http://www.w3.org/2000/01/rdf-schema#label,0.6652790641767355
