s,p,new_label
http://hl7.org/fhir/StructureMap.group.rule.rule.source.logMessage,http://www.w3.org/2000/01/rdf-schema#label,0.8508104576962422
http://hl7.org/fhir/StructureMapGroupComponent.StructureMapGroupRuleComponentRule.StructureMapGroupRuleSourceComponent,http://www.w3.org/2000/01/rdf-schema#label,0.5129679600737775
http://hl7.org/fhir/string,http://www.w3.org/2000/01/rdf-schema#label,0.6676526173203974
http://hl7.org/fhir/CatalogEntry.additionalIdentifier,http://www.w3.org/2000/01/rdf-schema#label,0.5608515134730848
http://hl7.org/fhir/CatalogEntry,http://www.w3.org/2000/01/rdf-schema#label,0.31772081015487463
http://hl7.org/fhir/Identifier,http://www.w3.org/2000/01/rdf-schema#label,0.6098329412060826
http://hl7.org/fhir/ClinicalImpression.date,http://www.w3.org/2000/01/rdf-schema#label,0.47221332177794983
http://hl7.org/fhir/ClinicalImpression,http://www.w3.org/2000/01/rdf-schema#label,0.3890887709920634
http://hl7.org/fhir/dateTime,http://www.w3.org/2000/01/rdf-schema#label,0.01836486408269966
http://hl7.org/fhir/w5#when.recorded,http://www.w3.org/2000/01/rdf-schema#label,0.23009513401790016
http://hl7.org/fhir/ImmunizationRecommendation.recommendation.doseNumberPositiveInt,http://www.w3.org/2000/01/rdf-schema#label,0.5648081534846092
http://hl7.org/fhir/ImmunizationRecommendationRecommendationComponent,http://www.w3.org/2000/01/rdf-schema#label,0.9281021775124569
http://hl7.org/fhir/positiveInt,http://www.w3.org/2000/01/rdf-schema#label,0.8655099491578138
http://hl7.org/fhir/ImmunizationRecommendation.recommendation.doseNumber,http://www.w3.org/2000/01/rdf-schema#label,0.5373160967371496
http://hl7.org/fhir/List.subject,http://www.w3.org/2000/01/rdf-schema#label,0.964665800400539
http://hl7.org/fhir/List,http://www.w3.org/2000/01/rdf-schema#label,0.4946877187330838
http://hl7.org/fhir/Reference,http://www.w3.org/2000/01/rdf-schema#label,0.11494023173517809
http://hl7.org/fhir/w5#who.focus,http://www.w3.org/2000/01/rdf-schema#label,0.14530153884561925
