s,p,new_label
http://hl7.org/fhir/StructureMap.group.rule.rule.source.logMessage,http://www.w3.org/2000/01/rdf-schema#label,0.2704902677573793
http://hl7.org/fhir/StructureMapGroupComponent.StructureMapGroupRuleComponentRule.StructureMapGroupRuleSourceComponent,http://www.w3.org/2000/01/rdf-schema#label,0.9340142310640316
http://hl7.org/fhir/string,http://www.w3.org/2000/01/rdf-schema#label,0.6902020924275302
http://hl7.org/fhir/CatalogEntry.additionalIdentifier,http://www.w3.org/2000/01/rdf-schema#label,0.4200069960522048
http://hl7.org/fhir/CatalogEntry,http://www.w3.org/2000/01/rdf-schema#label,0.8809083266211539
http://hl7.org/fhir/Identifier,http://www.w3.org/2000/01/rdf-schema#label,0.92683858869152
http://hl7.org/fhir/ClinicalImpression.date,http://www.w3.org/2000/01/rdf-schema#label,0.9855619985404738
http://hl7.org/fhir/ClinicalImpression,http://www.w3.org/2000/01/rdf-schema#label,0.9321420248959899
http://hl7.org/fhir/dateTime,http://www.w3.org/2000/01/rdf-schema#label,0.8320620336679708
http://hl7.org/fhir/w5#when.recorded,http://www.w3.org/2000/01/rdf-schema#label,0.2005256043186353
http://hl7.org/fhir/ImmunizationRecommendation.recommendation.doseNumberPositiveInt,http://www.w3.org/2000/01/rdf-schema#label,0.2627725370312052
http://hl7.org/fhir/ImmunizationRecommendationRecommendationComponent,http://www.w3.org/2000/01/rdf-schema#label,0.5210515337120089
http://hl7.org/fhir/positiveInt,http://www.w3.org/2000/01/rdf-schema#label,0.2943011386603488
http://hl7.org/fhir/ImmunizationRecommendation.recommendation.doseNumber,http://www.w3.org/2000/01/rdf-schema#label,0.3919841182636993
http://hl7.org/fhir/List.subject,http://www.w3.org/2000/01/rdf-schema#label,0.6639917713104819
http://hl7.org/fhir/List,http://www.w3.org/2000/01/rdf-schema#label,0.04024341429674694
http://hl7.org/fhir/Reference,http://www.w3.org/2000/01/rdf-schema#label,0.7613186149221238
http://hl7.org/fhir/w5#who.focus,http://www.w3.org/2000/01/rdf-schema#label,0.3522559390059766
http://hl7.org/fhir/VisionPrescriptionLensSpecificationComponent,http://www.w3.org/2000/01/rdf-schema#label,0.7933184455294855
http://hl7.org/fhir/BackboneElement,http://www.w3.org/2000/01/rdf-schema#label,0.4399951173964578
http://hl7.org/fhir/decimal,http://www.w3.org/2000/01/rdf-schema#label,0.8770665774868144
http://hl7.org/fhir/VisionPrescription.lensSpecification.power,http://www.w3.org/2000/01/rdf-schema#label,0.16363315356594865
http://hl7.org/fhir/VisionPrescription.lensSpecification.product,http://www.w3.org/2000/01/rdf-schema#label,0.7804621793919088
http://hl7.org/fhir/CodeableConcept,http://www.w3.org/2000/01/rdf-schema#label,0.13209126159463036
