s,p,new_label
http://hl7.org/fhir/StructureMap.group.rule.rule.source.logMessage,http://www.w3.org/2000/01/rdf-schema#label,0.6613969604801131
http://hl7.org/fhir/StructureMapGroupComponent.StructureMapGroupRuleComponentRule.StructureMapGroupRuleSourceComponent,http://www.w3.org/2000/01/rdf-schema#label,0.7941380115632315
http://hl7.org/fhir/string,http://www.w3.org/2000/01/rdf-schema#label,0.8284056418111909
http://hl7.org/fhir/CatalogEntry.additionalIdentifier,http://www.w3.org/2000/01/rdf-schema#label,0.6612672613397851
http://hl7.org/fhir/CatalogEntry,http://www.w3.org/2000/01/rdf-schema#label,0.21833206897637347
http://hl7.org/fhir/Identifier,http://www.w3.org/2000/01/rdf-schema#label,0.34286586013826637
http://hl7.org/fhir/ClinicalImpression.date,http://www.w3.org/2000/01/rdf-schema#label,0.46041088950204134
http://hl7.org/fhir/ClinicalImpression,http://www.w3.org/2000/01/rdf-schema#label,0.35151297095218204
http://hl7.org/fhir/dateTime,http://www.w3.org/2000/01/rdf-schema#label,0.2726969560448397
http://hl7.org/fhir/w5#when.recorded,http://www.w3.org/2000/01/rdf-schema#label,0.3666225645989153
http://hl7.org/fhir/ImmunizationRecommendation.recommendation.doseNumberPositiveInt,http://www.w3.org/2000/01/rdf-schema#label,0.11969770410993641
http://hl7.org/fhir/ImmunizationRecommendationRecommendationComponent,http://www.w3.org/2000/01/rdf-schema#label,0.6923180541329054
http://hl7.org/fhir/positiveInt,http://www.w3.org/2000/01/rdf-schema#label,0.26187342865113494
http://hl7.org/fhir/ImmunizationRecommendation.recommendation.doseNumber,http://www.w3.org/2000/01/rdf-schema#label,0.6066806470414875
http://hl7.org/fhir/List.subject,http://www.w3.org/2000/01/rdf-schema#label,0.16285346663429112
http://hl7.org/fhir/List,http://www.w3.org/2000/01/rdf-schema#label,0.07121332330519836
http://hl7.org/fhir/Reference,http://www.w3.org/2000/01/rdf-schema#label,0.24086529349663366
http://hl7.org/fhir/w5#who.focus,http://www.w3.org/2000/01/rdf-schema#label,0.5239067826747333
http://hl7.org/fhir/VisionPrescriptionLensSpecificationComponent,http://www.w3.org/2000/01/rdf-schema#label,0.7474874178295097
http://hl7.org/fhir/BackboneElement,http://www.w3.org/2000/01/rdf-schema#label,0.9625025998135401
http://hl7.org/fhir/decimal,http://www.w3.org/2000/01/rdf-schema#label,0.07277925703498511
http://hl7.org/fhir/VisionPrescription.lensSpecification.power,http://www.w3.org/2000/01/rdf-schema#label,0.4293617492441426
http://hl7.org/fhir/VisionPrescription.lensSpecification.product,http://www.w3.org/2000/01/rdf-schema#label,0.18571456989844415
http://hl7.org/fhir/CodeableConcept,http://www.w3.org/2000/01/rdf-schema#label,0.39647792206633004
http://hl7.org/fhir/VisionPrescription.lensSpecification.brand,http://www.w3.org/2000/01/rdf-schema#label,0.6505813217752037
http://hl7.org/fhir/SimpleQuantity,http://www.w3.org/2000/01/rdf-schema#label,0.5193966257076299
http://hl7.org/fhir/VisionPrescription.lensSpecification.duration,http://www.w3.org/2000/01/rdf-schema#label,0.0851976051234602
http://hl7.org/fhir/VisionPrescription.lensSpecification.backCurve,http://www.w3.org/2000/01/rdf-schema#label,0.6768641920100018
http://hl7.org/fhir/VisionPrescriptionLensSpecificationComponent.PrismComponent,http://www.w3.org/2000/01/rdf-schema#label,0.6763029522760506
http://hl7.org/fhir/VisionPrescription.lensSpecification.prism,http://www.w3.org/2000/01/rdf-schema#label,0.3448655477439114
http://hl7.org/fhir/VisionPrescription.lensSpecification.cylinder,http://www.w3.org/2000/01/rdf-schema#label,0.0785046600568372
http://hl7.org/fhir/VisionPrescription.lensSpecification.add,http://www.w3.org/2000/01/rdf-schema#label,0.21560714298008732
http://hl7.org/fhir/VisionPrescription.lensSpecification.eye,http://www.w3.org/2000/01/rdf-schema#label,0.20364933215371284
http://hl7.org/fhir/code,http://www.w3.org/2000/01/rdf-schema#label,0.27408074936773286
http://hl7.org/fhir/VisionPrescription.lensSpecification.diameter,http://www.w3.org/2000/01/rdf-schema#label,0.39807124551793427
http://hl7.org/fhir/VisionPrescription.lensSpecification.color,http://www.w3.org/2000/01/rdf-schema#label,0.5686262177418773
http://hl7.org/fhir/integer,http://www.w3.org/2000/01/rdf-schema#label,0.13652369517151997
http://hl7.org/fhir/VisionPrescription.lensSpecification.axis,http://www.w3.org/2000/01/rdf-schema#label,0.3971847270990777
http://hl7.org/fhir/VisionPrescription.lensSpecification.sphere,http://www.w3.org/2000/01/rdf-schema#label,0.8735529356201615
http://hl7.org/fhir/Annotation,http://www.w3.org/2000/01/rdf-schema#label,0.6603218399013828
http://hl7.org/fhir/VisionPrescription.lensSpecification.note,http://www.w3.org/2000/01/rdf-schema#label,0.20220393110428647
http://hl7.org/fhir/Primitive,http://www.w3.org/2000/01/rdf-schema#label,0.5014324571275657
http://hl7.org/fhir/value,http://www.w3.org/2000/01/rdf-schema#label,0.8656110192777972
http://hl7.org/fhir/Observation.valueSampledData,http://www.w3.org/2000/01/rdf-schema#label,0.8466940979799745
http://hl7.org/fhir/Observation,http://www.w3.org/2000/01/rdf-schema#label,0.10107304319784771
http://hl7.org/fhir/SampledData,http://www.w3.org/2000/01/rdf-schema#label,0.8754090996883843
http://hl7.org/fhir/Observation.value,http://www.w3.org/2000/01/rdf-schema#label,0.984099156013111
http://hl7.org/fhir/DataRequirement.dateFilter.value,http://www.w3.org/2000/01/rdf-schema#label,0.6033758213703078
http://hl7.org/fhir/MessageDefinition.date,http://www.w3.org/2000/01/rdf-schema#label,0.1442052853349719
http://hl7.org/fhir/MessageDefinition,http://www.w3.org/2000/01/rdf-schema#label,0.9467715004222335
http://hl7.org/fhir/MedicinalProductPharmaceutical.routeOfAdministration.targetSpecies.withdrawalPeriod,http://www.w3.org/2000/01/rdf-schema#label,0.9190180724216823
http://hl7.org/fhir/MedicinalProductPharmaceuticalRouteOfAdministrationComponent.MedicinalProductPharmaceuticalRouteOfAdministrationTargetSpeciesComponent,http://www.w3.org/2000/01/rdf-schema#label,0.3894338570916255
http://hl7.org/fhir/MedicinalProductPharmaceuticalRouteOfAdministrationComponent.MedicinalProductPharmaceuticalRouteOfAdministrationTargetSpeciesComponent.MedicinalProductPharmaceuticalRouteOfAdministrationTargetSpeciesWithdrawalPeriodComponent,http://www.w3.org/2000/01/rdf-schema#label,0.6683507201422506
http://hl7.org/fhir/ContactPoint.value,http://www.w3.org/2000/01/rdf-schema#label,0.8191437967274803
http://hl7.org/fhir/ContactPoint,http://www.w3.org/2000/01/rdf-schema#label,0.7130570091329348
http://hl7.org/fhir/Claim.provider,http://www.w3.org/2000/01/rdf-schema#label,0.11771535528357069
http://hl7.org/fhir/Claim,http://www.w3.org/2000/01/rdf-schema#label,0.3801550686931603
http://hl7.org/fhir/w5#who.source,http://www.w3.org/2000/01/rdf-schema#label,0.814805726583944
http://hl7.org/fhir/ClaimResponse.addItem.detail.subDetail.adjudication.amount,http://www.w3.org/2000/01/rdf-schema#label,0.14787979900349812
http://hl7.org/fhir/ClaimResponse.AddedItemComponent.AddedItemDetailComponent.AddedItemSubDetailComponentAdjudication,http://www.w3.org/2000/01/rdf-schema#label,0.7842892719526684
http://hl7.org/fhir/Money,http://www.w3.org/2000/01/rdf-schema#label,0.41231880942351407
http://hl7.org/fhir/Questionnaire.item.enableWhen.answer,http://www.w3.org/2000/01/rdf-schema#label,0.5022086380508856
http://hl7.org/fhir/SubstanceSpecification.code.comment,http://www.w3.org/2000/01/rdf-schema#label,0.38334060249628477
http://hl7.org/fhir/SubstanceSpecificationCodeComponent,http://www.w3.org/2000/01/rdf-schema#label,0.5104056624269216
http://hl7.org/fhir/RequestGroup.action.description,http://www.w3.org/2000/01/rdf-schema#label,0.6605974225735943
http://hl7.org/fhir/RequestGroupActionComponent,http://www.w3.org/2000/01/rdf-schema#label,0.0459988468460788
http://hl7.org/fhir/PlanDefinition.action.action.timing,http://www.w3.org/2000/01/rdf-schema#label,0.865395926551885
http://hl7.org/fhir/ResearchElementDefinition.characteristic.exclude,http://www.w3.org/2000/01/rdf-schema#label,0.8840640738944786
http://hl7.org/fhir/ResearchElementDefinitionCharacteristicComponent,http://www.w3.org/2000/01/rdf-schema#label,0.11312944992322482
http://hl7.org/fhir/boolean,http://www.w3.org/2000/01/rdf-schema#label,0.6075561196113696
http://hl7.org/fhir/Substance.instance,http://www.w3.org/2000/01/rdf-schema#label,0.6693352716437307
http://hl7.org/fhir/Substance,http://www.w3.org/2000/01/rdf-schema#label,0.33882012414646623
http://hl7.org/fhir/SubstanceInstanceComponent,http://www.w3.org/2000/01/rdf-schema#label,0.4104420885330734
http://hl7.org/fhir/Contract.url,http://www.w3.org/2000/01/rdf-schema#label,0.5744705473956173
http://hl7.org/fhir/Contract,http://www.w3.org/2000/01/rdf-schema#label,0.45171413308673614
http://hl7.org/fhir/uri,http://www.w3.org/2000/01/rdf-schema#label,0.2856012440196678
http://hl7.org/fhir/Medication,http://www.w3.org/2000/01/rdf-schema#label,0.11574005756061323
http://hl7.org/fhir/DomainResource,http://www.w3.org/2000/01/rdf-schema#label,0.6878739404499795
http://hl7.org/fhir/w5#clinical.medication,http://www.w3.org/2000/01/rdf-schema#label,0.28819686142091516
http://hl7.org/fhir/Medication.form,http://www.w3.org/2000/01/rdf-schema#label,0.8317979246501027
http://hl7.org/fhir/Medication.identifier,http://www.w3.org/2000/01/rdf-schema#label,0.7613112940174425
http://hl7.org/fhir/Medication.code,http://www.w3.org/2000/01/rdf-schema#label,0.41580293776338595
http://hl7.org/fhir/Medication.manufacturer,http://www.w3.org/2000/01/rdf-schema#label,0.376050671462167
http://hl7.org/fhir/Medication.status,http://www.w3.org/2000/01/rdf-schema#label,0.8658137215144727
http://hl7.org/fhir/MedicationBatchComponent,http://www.w3.org/2000/01/rdf-schema#label,0.5763322145210453
http://hl7.org/fhir/Medication.batch,http://www.w3.org/2000/01/rdf-schema#label,0.3417004017605402
http://hl7.org/fhir/MedicationIngredientComponent,http://www.w3.org/2000/01/rdf-schema#label,0.0526913176515551
http://hl7.org/fhir/Medication.ingredient,http://www.w3.org/2000/01/rdf-schema#label,0.6065228168586286
http://hl7.org/fhir/Ratio,http://www.w3.org/2000/01/rdf-schema#label,0.5851642521826795
http://hl7.org/fhir/Medication.amount,http://www.w3.org/2000/01/rdf-schema#label,0.10694164372002712
http://hl7.org/fhir/Contract.term.securityLabel.classification,http://www.w3.org/2000/01/rdf-schema#label,0.9230254875334224
http://hl7.org/fhir/Contract.TermComponent.SecurityLabelComponent,http://www.w3.org/2000/01/rdf-schema#label,0.9512241679549038
http://hl7.org/fhir/Coding,http://www.w3.org/2000/01/rdf-schema#label,0.4375588334926689
http://hl7.org/fhir/ExplanationOfBenefit.provider,http://www.w3.org/2000/01/rdf-schema#label,0.6594886989261617
http://hl7.org/fhir/ExplanationOfBenefit,http://www.w3.org/2000/01/rdf-schema#label,0.7751743599433962
http://hl7.org/fhir/Composition.subject,http://www.w3.org/2000/01/rdf-schema#label,0.7285507985804175
http://hl7.org/fhir/Composition,http://www.w3.org/2000/01/rdf-schema#label,0.15875769481980462
http://hl7.org/fhir/DeviceDefinition.material.substance,http://www.w3.org/2000/01/rdf-schema#label,0.5190786520582636
http://hl7.org/fhir/DeviceDefinitionMaterialComponent,http://www.w3.org/2000/01/rdf-schema#label,0.521646316601321
http://hl7.org/fhir/MedicationKnowledge.kinetics,http://www.w3.org/2000/01/rdf-schema#label,0.38945017035429574
http://hl7.org/fhir/MedicationKnowledge,http://www.w3.org/2000/01/rdf-schema#label,0.23000826349030512
http://hl7.org/fhir/MedicationKnowledgeKineticsComponent,http://www.w3.org/2000/01/rdf-schema#label,0.16703155735948383
http://hl7.org/fhir/NutritionOrder.enteralFormula.maxVolumeToDeliver,http://www.w3.org/2000/01/rdf-schema#label,0.8275539162856262
http://hl7.org/fhir/NutritionOrderEnteralFormulaComponent,http://www.w3.org/2000/01/rdf-schema#label,0.9591335132549893
http://hl7.org/fhir/MedicinalProduct.combinedPharmaceuticalDoseForm,http://www.w3.org/2000/01/rdf-schema#label,0.6362062274546774
